tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_measurements	dir_tilt_correction	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	description	software_packages	int_corr	citations	method_codes	location	site	specimen_direction_type
ns043d1	ns043d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043d2	ns043d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043d3	ns043d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043e1	ns043e	ns043e1 : LT-NO		MAG	267.4	34.1	6	100	1				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns043	l
ns043e1	ns043e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043e1	ns043e	ns043e1 : LT-NO		MAG	270.6	19.3	6	0	1				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns043	l
ns043e1	ns043e	ns043e1 : LT-NO		MAG	356.1	37.3	6	-1	1				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns043	l
ns043e2	ns043e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043e3	ns043e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043f1	ns043f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043f2	ns043f	ns043f2 : LT-NO		MAG	272.9	35.7	6	100	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns043	l
ns043f2	ns043f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043f2	ns043f	ns043f2 : LT-NO		MAG	275.6	20.5	6	0	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns043	l
ns043f2	ns043f	ns043f2 : LT-NO		MAG	304	40.5	6	-1	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns043	l
ns043g1	ns043g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043g2	ns043g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns043g3	ns043g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns043	
ns044a1	ns044a	ns044a1 : LT-NO		HEM	294.4	29.1	22	0	1.4				923	0	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns044	l
ns044a1	ns044a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044a1	ns044a	ns044a1 : LT-NO		HEM	295	45.1	22	100	1.4				923	0	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns044	l
ns044a2	ns044a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044b1	ns044b	ns044b1 : LT-NO		HEM	292.7	29	9	0	1.5				898	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns044	l
ns044b1	ns044b	ns044b1 : LT-NO		HEM	292.9	45	9	100	1.5				898	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns044	l
ns044b1	ns044b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044b2	ns044b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044d1	ns044d	ns044d1 : LT-NO		HEM	282.2	45.2	4	100	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns044	l
ns044d1	ns044d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044d1	ns044d	ns044d1 : LT-NO		HEM	284.1	29.3	4	0	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns044	l
ns044d2	ns044d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044e1	ns044e	ns044e1 : LT-NO		MAG	279.3	45.3	6	100	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns044	l
ns044e1	ns044e	ns044e1 : LT-NO		MAG	281.7	29.7	6	0	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns044	l
ns044e1	ns044e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044e1	ns044e	ns044e1 : LT-NO		MAG	258.5	29.5	6	-1	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns044	l
ns044f2	ns044f	ns044f2 : LT-NO		HEM	286.9	42.2	8	100	0.8				948	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns044	l
ns044f2	ns044f	ns044f2 : LT-NO		HEM	287.8	26.2	8	0	0.8				948	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns044	l
ns044f2	ns044f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns044f3	ns044f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns044	
ns045a1	ns045a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045a1	ns045a	ns045a1 : LT-NO		MAG	244.1	-24.3	8	-1	1.3				0.18	0.04	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns045	l
ns045a1	ns045a	ns045a1 : LT-NO		MAG	276.3	14.5	8	0	1.3				0.18	0.04	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns045	l
ns045a1	ns045a	ns045a1 : LT-NO		MAG	274.4	29.9	8	100	1.3				0.18	0.04	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns045	l
ns045b1	ns045b	ns045b1 : LT-NO		MAG	135.4	-34.7	5	-1	0.3				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns045	l
ns045b1	ns045b	ns045b1 : LT-NO		MAG	275.5	18.4	5	0	0.3				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns045	l
ns045b1	ns045b	ns045b1 : LT-NO		MAG	273.1	33.7	5	100	0.3				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns045	l
ns045b1	ns045b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045b2	ns045b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045c1	ns045c	ns045c1 : LT-NO		MAG	197.1	-70.6	3	-1	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns045	l
ns045c1	ns045c	ns045c1 : LT-NO		MAG	268.1	27.3	3	100	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns045	l
ns045c1	ns045c	ns045c1 : LT-NO		MAG	270.4	12.6	3	0	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns045	l
ns045c1	ns045c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045c2	ns045c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045d1	ns045d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045e1	ns045e	ns045e1 : LT-NO		MAG	271.8	29.1	6	100	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns045	l
ns045e1	ns045e	ns045e1 : LT-NO		MAG	261.2	73.6	6	-1	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns045	l
ns045e1	ns045e	ns045e1 : LT-NO		MAG	273.9	14	6	0	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns045	l
ns045e1	ns045e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045e2	ns045e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045f1	ns045f	ns045f1 : LT-NO		MAG	272.8	29.9	6	100	0.4				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns045	l
ns045f1	ns045f	ns045f1 : LT-NO		MAG	270.9	40.5	6	-1	0.4				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns045	l
ns045f1	ns045f	ns045f1 : LT-NO		MAG	274.8	14.6	6	0	0.4				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns045	l
ns045f1	ns045f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045g1	ns045g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045g2	ns045g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns045h1	ns045h									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns045	
ns046a1	ns046a	ns046a1 : LT-NO		HEM	293.2	48.1	12	100	0.7				0.18	0.01	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046a1	ns046a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046a1	ns046a	ns046a1 : LT-NO		HEM	292.9	32.1	12	0	0.7				0.18	0.01	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046b1	ns046b	ns046b1 : LT-NO		MAG	297.8	44.5	8	100	1.1				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046b1	ns046b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046b1	ns046b	ns046b1 : LT-NO		MAG	342.2	50.8	8	-1	1.1				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns046	l
ns046b1	ns046b	ns046b1 : LT-NO		MAG	296.7	28.6	8	0	1.1				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046c1	ns046c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046c1	ns046c	ns046c1 : LT-NO		MAG	306	46.9	4	100	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046c1	ns046c	ns046c1 : LT-NO		MAG	303.1	31.2	4	0	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046c1	ns046c	ns046c1 : LT-NO		MAG	307.4	61.9	4	-1	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns046	l
ns046d1	ns046d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046d2	ns046d	ns046d2 : LT-NO		MAG	303	31.8	3	0	0.5				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046d2	ns046d	ns046d2 : LT-NO		MAG	305.9	47.4	3	100	0.5				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046d2	ns046d	ns046d2 : LT-NO		MAG	314.6	57.3	3	-1	0.5				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns046	l
ns046d2	ns046d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046f1	ns046f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046f1	ns046f	ns046f1 : LT-NO		MAG	300.4	27.2	10	0	1.3				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046f1	ns046f	ns046f1 : LT-NO		MAG	309.5	48.1	10	-1	1.3				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns046	l
ns046f1	ns046f	ns046f1 : LT-NO		MAG	302.2	43	10	100	1.3				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046g2	ns046g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046g3	ns046g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046h1	ns046h									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046h2	ns046h	ns046h2 : LT-NO		MAG	308.3	20.9	4	0	1.7				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns046	l
ns046h2	ns046h	ns046h2 : LT-NO		MAG	311	36.2	4	100	1.7				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns046	l
ns046h2	ns046h									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns046h2	ns046h	ns046h2 : LT-NO		MAG	343.5	29.6	4	-1	1.7				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns046	l
ns046h3	ns046h									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns046	
ns047a1	ns047a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047a1	ns047a	ns047a1 : LT-NO		HEM	307.1	44.8	14	0	1.1				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns047	l
ns047a1	ns047a	ns047a1 : LT-NO		HEM	313.7	60	14	100	1.1				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns047	l
ns047a2	ns047a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047b1	ns047b	ns047b1 : LT-NO		MAG	309.9	56.6	12	100	1.3				898	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns047	l
ns047b1	ns047b	ns047b1 : LT-NO		MAG	305	41.1	12	0	1.3				898	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns047	l
ns047b1	ns047b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047c1	ns047c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047c2	ns047c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047c2	ns047c	ns047c2 : LT-NO		MAG	316	55.9	5	100	1.1				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns047	l
ns047c2	ns047c	ns047c2 : LT-NO		MAG	309.6	40.9	5	0	1.1				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns047	l
ns047d1	ns047d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047e1	ns047e	ns047e1 : LT-NO		MAG	313.1	54.8	8	100	1				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns047	l
ns047e1	ns047e	ns047e1 : LT-NO		MAG	307.6	39.5	8	0	1				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns047	l
ns047e1	ns047e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047f1	ns047f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047f2	ns047f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns047	
ns047f2	ns047f	ns047f2 : LT-NO		HEM	303.2	36.2	7	0	0.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns047	l
ns047f2	ns047f	ns047f2 : LT-NO		HEM	306.7	51.8	7	100	0.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns047	l
ns048a1	ns048a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048a2	ns048a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048a3	ns048a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048b1	ns048b	ns048b1 : LT-NO		MAG	296.6	40.9	8	0	4.5				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns048	l
ns048b1	ns048b	ns048b1 : LT-NO		MAG	298.4	56.9	8	100	4.5				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns048	l
ns048b1	ns048b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048b1	ns048b	ns048b1 : LT-NO		MAG	38.4	59.9	8	-1	4.5				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns048	l
ns048b2	ns048b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048b3	ns048b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048c1	ns048c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048c1	ns048c	ns048c1 : LT-NO		MAG	301.8	51.8	4	100	0.3				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns048	l
ns048c1	ns048c	ns048c1 : LT-NO		MAG	299.4	36	4	0	0.3				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns048	l
ns048c1	ns048c	ns048c1 : LT-NO		MAG	352.5	49.9	4	-1	0.3				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns048	l
ns048c2	ns048c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048c3	ns048c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048d1	ns048d	ns048d1 : LT-NO		MAG	311.2	52.1	6	100	1.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns048	l
ns048d1	ns048d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048d1	ns048d	ns048d1 : LT-NO		MAG	306.6	36.8	6	0	1.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns048	l
ns048d1	ns048d	ns048d1 : LT-NO		MAG	276.8	38.7	6	-1	1.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns048	l
ns048d2	ns048d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048e1	ns048e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048e2	ns048e	ns048e2 : LT-NO		MAG	305.8	48.5	4	0	1.4				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns048	l
ns048e2	ns048e	ns048e2 : LT-NO		MAG	208.1	16.1	4	-1	1.4				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns048	l
ns048e2	ns048e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048e2	ns048e	ns048e2 : LT-NO		MAG	312.9	63.8	4	100	1.4				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns048	l
ns048f1	ns048f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns048f2	ns048f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns048	
ns049a1	ns049a	ns049a1 : LT-NO		MAG	302.2	53.2	10	100	1.2				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns049	l
ns049a1	ns049a	ns049a1 : LT-NO		MAG	172.4	-17.1	10	-1	1.2				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns049	l
ns049a1	ns049a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049a1	ns049a	ns049a1 : LT-NO		MAG	299.7	37.4	10	0	1.2				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns049	l
ns049a2	ns049a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049a3	ns049a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049b1	ns049b	ns049b1 : LT-NO		MAG	294.2	47.8	8	100	2.4				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns049	l
ns049b1	ns049b	ns049b1 : LT-NO		MAG	144.4	-20.8	8	-1	2.4				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns049	l
ns049b1	ns049b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049b1	ns049b	ns049b1 : LT-NO		MAG	293.7	31.8	8	0	2.4				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns049	l
ns049c1	ns049c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049c2	ns049c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049d1	ns049d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049d2	ns049d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049e1	ns049e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049e2	ns049e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049e2	ns049e	ns049e2 : LT-NO		MAG	308.3	57.8	7	100	1.3				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns049	l
