tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_measurements	dir_tilt_correction	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	description	software_packages	int_corr	citations	method_codes	location	site	specimen_direction_type
ns049e2	ns049e	ns049e2 : LT-NO		MAG	196.2	-9.3	7	-1	1.3				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns049	l
ns049e2	ns049e	ns049e2 : LT-NO		MAG	303.6	42.2	7	0	1.3				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns049	l
ns049e3	ns049e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049f1	ns049f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049f2	ns049f	ns049f2 : LT-NO		MAG	307.7	57.5	7	100	0.8				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns049	l
ns049f2	ns049f	ns049f2 : LT-NO		MAG	303.3	42	7	0	0.8				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns049	l
ns049f2	ns049f	ns049f2 : LT-NO		MAG	159.3	-26.6	7	-1	0.8				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns049	l
ns049f2	ns049f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049g1	ns049g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns049g1	ns049g	ns049g1 : LT-NO		HEM	309.6	60.9	10	100	1.2				0.12	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns049	l
ns049g1	ns049g	ns049g1 : LT-NO		HEM	304.1	45.4	10	0	1.2				0.12	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns049	l
ns049g2	ns049g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns049	
ns050a1	ns050a	ns050a1 : LT-NO		MAG	290.1	48.3	12	100	0.3				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns050	l
ns050a1	ns050a	ns050a1 : LT-NO		MAG	166.3	25.4	12	-1	0.3				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns050	l
ns050a1	ns050a	ns050a1 : LT-NO		MAG	290.3	30.3	12	0	0.3				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns050	l
ns050a1	ns050a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050a2	ns050a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050b1	ns050b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050b1	ns050b	ns050b1 : LT-NO		HEM	298	30.9	5	0	0.6				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns050	l
ns050b1	ns050b	ns050b1 : LT-NO		HEM	300.1	48.8	5	100	0.6				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns050	l
ns050b2	ns050b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050b3	ns050b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050c1	ns050c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050c1	ns050c	ns050c1 : LT-NO		MAG	226.8	24.9	4	-1	0.7				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns050	l
ns050c1	ns050c	ns050c1 : LT-NO		MAG	293.2	28.9	4	0	0.7				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns050	l
ns050c1	ns050c	ns050c1 : LT-NO		MAG	293.8	46.9	4	100	0.7				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns050	l
ns050d1	ns050d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050d2	ns050d	ns050d2 : LT-NO		MAG	312.4	28.3	5	-1	2.8				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns050	l
ns050d2	ns050d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050d2	ns050d	ns050d2 : LT-NO		MAG	289.4	41.5	5	100	2.8				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns050	l
ns050d2	ns050d	ns050d2 : LT-NO		MAG	289.7	23.5	5	0	2.8				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns050	l
ns050e1	ns050e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050e2	ns050e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050f1	ns050f	ns050f1 : LT-NO		MAG	323.3	61	5	-1	0.9				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns050	l
ns050f1	ns050f	ns050f1 : LT-NO		MAG	291.8	41.9	5	100	0.9				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns050	l
ns050f1	ns050f	ns050f1 : LT-NO		MAG	291.6	23.9	5	0	0.9				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns050	l
ns050f1	ns050f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns050f2	ns050f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns050	
ns051a1	ns051a	ns051a1 : LT-NO		HEM	290.3	45.6	6	100	1.7				0	0.06	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns051	l
ns051a1	ns051a	ns051a1 : LT-NO		HEM	290.5	27.6	6	0	1.7				0	0.06	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns051	l
ns051a1	ns051a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051b1	ns051b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051b1	ns051b	ns051b1 : LT-NO		HEM	299.8	23.6	5	0	0.7				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns051	l
ns051b1	ns051b	ns051b1 : LT-NO		HEM	301.8	41.4	5	100	0.7				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns051	l
ns051b2	ns051b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051c1	ns051c	ns051c1 : LT-NO		MAG	285.8	24.4	5	0	0.7				923	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns051	l
ns051c1	ns051c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051c1	ns051c	ns051c1 : LT-NO		MAG	284.6	42.3	5	100	0.7				923	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns051	l
ns051c2	ns051c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051d1	ns051d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051d1	ns051d	ns051d1 : LT-NO		MAG	294.7	20.2	4	0	0.9				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns051	l
ns051d1	ns051d	ns051d1 : LT-NO		MAG	295.5	38.1	4	100	0.9				923	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns051	l
ns051e1	ns051e	ns051e1 : LT-NO		MAG	293.8	42	5	100	0.5				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns051	l
ns051e1	ns051e	ns051e1 : LT-NO		MAG	293.3	24.1	5	0	0.5				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns051	l
ns051e1	ns051e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051e2	ns051e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051f1	ns051f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns051f2	ns051f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns051	
ns052a1	ns052a	ns052a1 : LT-NO		MAG	293.9	32.2	7	0	1.3				0.1	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns052	l
ns052a1	ns052a	ns052a1 : LT-NO		MAG	31.4	34.8	7	-1	1.3				0.1	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns052	l
ns052a1	ns052a	ns052a1 : LT-NO		MAG	294.4	48.2	7	100	1.3				0.1	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns052	l
ns052a1	ns052a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns052b1	ns052b	ns052b1 : LT-NO		HEM	295.7	36.1	8	0	0.7				898	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns052	l
ns052b1	ns052b	ns052b1 : LT-NO		HEM	296.8	52.1	8	100	0.7				898	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns052	l
ns052b1	ns052b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns052c1	ns052c	ns052c1 : LT-NO		MAG	68.6	48.8	5	-1	2.4				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns052	l
ns052c1	ns052c	ns052c1 : LT-NO		MAG	307.1	57.8	5	100	2.4				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns052	l
ns052c1	ns052c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns052c1	ns052c	ns052c1 : LT-NO		MAG	302.8	42.2	5	0	2.4				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns052	l
ns052d1	ns052d	ns052d1 : LT-NO		MAG	292.1	53.6	5	100	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns052	l
ns052d1	ns052d	ns052d1 : LT-NO		MAG	292.1	37.6	5	0	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns052	l
ns052d1	ns052d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns052d1	ns052d	ns052d1 : LT-NO		MAG	16.4	65	5	-1	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns052	l
ns052e1	ns052e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns052f1	ns052f	ns052f1 : LT-NO		MAG	290.6	56.6	5	100	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns052	l
ns052f1	ns052f	ns052f1 : LT-NO		MAG	291	40.6	5	0	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns052	l
ns052f1	ns052f	ns052f1 : LT-NO		MAG	42.2	59	5	-1	0.4				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns052	l
ns052f1	ns052f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns052	
ns053a1	ns053a	ns053a1 : LT-NO		HEM	301.8	42.5	10	100	0.5				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns053	l
ns053a1	ns053a	ns053a1 : LT-NO		HEM	299.1	23.9	10	0	0.5				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns053	l
ns053a1	ns053a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053a2	ns053a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053b1	ns053b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053b1	ns053b	ns053b1 : LT-NO		MAG	295.4	41	6	100	0.7				898	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns053	l
ns053b1	ns053b	ns053b1 : LT-NO		MAG	22.7	55.6	6	-1	0.7				898	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns053	l
ns053b1	ns053b	ns053b1 : LT-NO		MAG	294	22.1	6	0	0.7				898	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns053	l
ns053b2	ns053b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053c1	ns053c	ns053c1 : LT-NO		MAG	294.4	28.3	6	0	2.3				873	373	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns053	l
ns053c1	ns053c	ns053c1 : LT-NO		MAG	296.3	47.2	6	100	2.3				873	373	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns053	l
ns053c1	ns053c	ns053c1 : LT-NO		MAG	39.6	54	6	-1	2.3				873	373	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns053	l
ns053c1	ns053c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053c2	ns053c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053d1	ns053d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053d2	ns053d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053d3	ns053d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053e1	ns053e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053e2	ns053e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053e2	ns053e	ns053e2 : LT-NO		MAG	293.9	41.6	4	100	0.3				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns053	l
ns053e2	ns053e	ns053e2 : LT-NO		MAG	292.8	22.7	4	0	0.3				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns053	l
ns053e2	ns053e	ns053e2 : LT-NO		MAG	87	27.8	4	-1	0.3				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns053	l
ns053e3	ns053e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053f1	ns053f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053f2	ns053f	ns053f2 : LT-NO		MAG	293.7	23.5	4	0	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns053	l
ns053f2	ns053f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns053	
ns053f2	ns053f	ns053f2 : LT-NO		MAG	95.8	23.1	4	-1	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns053	l
ns053f2	ns053f	ns053f2 : LT-NO		MAG	295	42.3	4	100	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns053	l
ns054a1	ns054a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns054a1	ns054a	ns054a1 : LT-NO		HEM	288.3	56.4	10	100	0.7				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns054	l
ns054a1	ns054a	ns054a1 : LT-NO		HEM	289.3	40.4	10	0	0.7				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns054	l
ns054b1	ns054b	ns054b1 : LT-NO		MAG	281.6	35.9	5	0	0.8				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns054	l
ns054b1	ns054b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns054b1	ns054b	ns054b1 : LT-NO		MAG	111.7	30.7	5	-1	0.8				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns054	l
ns054b1	ns054b	ns054b1 : LT-NO		MAG	278.4	51.6	5	100	0.8				898	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns054	l
ns054c1	ns054c	ns054c1 : LT-NO		MAG	302.2	59	4	100	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns054	l
ns054c1	ns054c	ns054c1 : LT-NO		MAG	299.2	43.2	4	0	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns054	l
ns054c1	ns054c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns054c1	ns054c	ns054c1 : LT-NO		MAG	80.6	50.6	4	-1	0.6				873	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns054	l
ns054d1	ns054d	ns054d1 : LT-NO		MAG	285.3	56.1	4	100	0.4				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns054	l
ns054d1	ns054d	ns054d1 : LT-NO		MAG	287.1	40.2	4	0	0.4				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns054	l
ns054d1	ns054d	ns054d1 : LT-NO		MAG	308.2	64.2	4	-1	0.4				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns054	l
ns054d1	ns054d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns054e1	ns054e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns054f1	ns054f	ns054f1 : LT-NO		MAG	294.4	55.8	7	100	0.6				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns054	l
ns054f1	ns054f	ns054f1 : LT-NO		MAG	293.7	39.8	7	0	0.6				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns054	l
ns054f1	ns054f	ns054f1 : LT-NO		MAG	9.2	55.6	7	-1	0.6				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns054	l
ns054f1	ns054f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns054	
ns055a1	ns055a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055a1	ns055a	ns055a1 : LT-NO		HEM	283.9	17.6	6	0	2.7				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns055	l
ns055a1	ns055a	ns055a1 : LT-NO		HEM	283.2	36.6	6	100	2.7				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns055	l
ns055b1	ns055b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055b1	ns055b	ns055b1 : LT-NO		HEM	280.7	38.7	10	100	2.7				948	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns055	l
ns055b1	ns055b	ns055b1 : LT-NO		HEM	281.9	19.8	10	0	2.7				948	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns055	l
ns055c1	ns055c	ns055c1 : LT-NO		HEM	279.3	39.5	4	100	0.3				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns055	l
ns055c1	ns055c	ns055c1 : LT-NO		HEM	280.9	20.7	4	0	0.3				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns055	l
ns055c1	ns055c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055d1	ns055d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055d2	ns055d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055d3	ns055d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055e1	ns055e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055e2	ns055e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055e2	ns055e	ns055e2 : LT-NO		HEM	284.9	33	6	100	2.2				948	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns055	l
ns055e2	ns055e	ns055e2 : LT-NO		HEM	285.3	14	6	0	2.2				948	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns055	l
ns055e3	ns055e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055f1	ns055f									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
ns055g1	ns055g	ns055g1 : LT-NO		HEM	289.2	16.4	7	0	4.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns055	l
ns055g1	ns055g	ns055g1 : LT-NO		HEM	289.4	35.4	7	100	4.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns055	l
ns055g1	ns055g									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns055	
