tab	samples
sample	site	specimens	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	orientation_quality	citations	method_codes	timestamp	timestamp	timestamp	timestamp	location	sample_direction_type
ns040f	ns040	ns040f2	MAG	293.7	55	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns040f	ns040	ns040f2	MAG	293.2	39.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns040f	ns040									46.92496	268.17933	Igneous : Extrusive	Lava Flow	Basalt				338.6	0	16	112	-39	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041a	ns041	ns041a1	MAG	288.5	35.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns041a	ns041	ns041a1	MAG	287.4	51.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns041a	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				312.6	0	16	112	-29	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041b	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				73	0	16	112	-70	b	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041c	ns041	ns041c1	MAG	287.4	33.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns041c	ns041	ns041c1	MAG	286.2	49.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns041c	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				338.6	0	16	112	-38	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041d	ns041	ns041d1	MAG	279.7	49.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns041d	ns041	ns041d1	MAG	282.5	34	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns041d	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				3.6	0	16	112	-48	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041e	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				350.6	0	16	112	-51	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041e	ns041	ns041e1	MAG	284.1	51.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns041e	ns041	ns041e1	MAG	285.9	35.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns041f	ns041	ns041f3	MAG	286.5	32.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns041f	ns041	ns041f3	MAG	285	48.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns041f	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				350.8	0	16	112	-40	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns041g	ns041									46.92407	268.18249	Igneous : Intrusive	Sill	Basalt				294	0	16	112	-19	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042a	ns042	ns042a1	HEM	286.9	28.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns042a	ns042	ns042a1	HEM	285.7	44.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns042a	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				121.3	0	16	112	-17	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042b	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				238.6	0	16	112	-16	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042b	ns042	ns042b1	HEM	304.6	32.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns042b	ns042	ns042b1	HEM	307.9	48	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns042c	ns042	ns042c1	MAG	284.5	23.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns042c	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				322.9	0	16	112	-11	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042c	ns042	ns042c1	MAG	283.1	39.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns042d	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				16.3	0	16	112	-5	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042d	ns042	ns042d1	MAG	289	23.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns042d	ns042	ns042d1	MAG	288.5	39.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns042e	ns042	ns042e2	MAG	294.1	26.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns042e	ns042	ns042e2	MAG	294.6	42.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns042e	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				235.9	0	16	112	-7	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042f	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				310	0	16	112	-12	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns042g	ns042									46.91051	268.18249	Igneous : Extrusive	Lava Flow	Basalt				244	0	16	112	-17	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043a	ns043	ns043a1	MAG	269.1	31.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns043a	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				304	0	16	112	-34	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043a	ns043	ns043a1	MAG	271.7	16.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns043b	ns043	ns043b1	MAG	280.4	14	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns043b	ns043	ns043b1	MAG	279	29.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns043b	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				317.6	0	16	112	-38	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043c	ns043	ns043c2	MAG	280.9	29.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns043c	ns043	ns043c2	MAG	282	13.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns043c	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				327	0	16	112	-43	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043d	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				294	0	16	112	-45	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043e	ns043	ns043e1	MAG	267.4	34.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns043e	ns043	ns043e1	MAG	270.6	19.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns043e	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				273.9	0	16	112	-18	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043f	ns043	ns043f2	MAG	275.6	20.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns043f	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				317.9	0	16	112	-30	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns043f	ns043	ns043f2	MAG	272.9	35.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns043g	ns043									46.90964	268.13537	Igneous : Extrusive	Lava Flow	Basalt				304.7	0	16	112	-31	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044a	ns044	ns044a1	HEM	294.4	29.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns044a	ns044	ns044a1	HEM	295	45.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns044a	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				285	0	16	112	-20	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044b	ns044	ns044b1	HEM	292.9	45	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns044b	ns044	ns044b1	HEM	292.7	29	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns044b	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				306.1	0	16	112	-19	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044c	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				290	0	16	112	-20	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044d	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				335.3	0	16	112	-47	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044d	ns044	ns044d1	HEM	282.2	45.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns044d	ns044	ns044d1	HEM	284.1	29.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns044e	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				0.7	0	16	112	-38	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044e	ns044	ns044e1	MAG	281.7	29.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns044e	ns044	ns044e1	MAG	279.3	45.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns044f	ns044									46.91107	268.13956	Igneous : Extrusive	Lava Flow	Basalt				343.4	0	16	112	-33	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns044f	ns044	ns044f2	HEM	287.8	26.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns044f	ns044	ns044f2	HEM	286.9	42.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns045a	ns045	ns045a1	MAG	276.3	14.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns045a	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				38.4	0	16	112	-72	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045a	ns045	ns045a1	MAG	274.4	29.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns045b	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				133	0	16	112	-67	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045b	ns045	ns045b1	MAG	275.5	18.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns045b	ns045	ns045b1	MAG	273.1	33.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns045c	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				89	0	16	112	-84	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045d	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				306	0	16	112	-12	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045e	ns045	ns045e1	MAG	273.9	14	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns045e	ns045	ns045e1	MAG	271.8	29.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns045e	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				290.6	0	16	112	-78	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045f	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				326.6	0	16	112	-66	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045f	ns045	ns045f1	MAG	274.8	14.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns045f	ns045	ns045f1	MAG	272.8	29.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns045g	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				311	0	16	112	-64	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns045h	ns045									46.90995	268.13652	Igneous : Extrusive	Lava Flow	Basalt				319	0	16	112	-94	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046a	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				46.1	0	16	112	-18	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046a	ns046	ns046a1	HEM	292.9	32.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns046a	ns046	ns046a1	HEM	293.2	48.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns046b	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				309.4	0	16	112	-23	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046b	ns046	ns046b1	MAG	297.8	44.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns046b	ns046	ns046b1	MAG	296.7	28.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns046c	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				329.1	0	16	112	-38	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046c	ns046	ns046c1	MAG	306	46.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns046c	ns046	ns046c1	MAG	303.1	31.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns046d	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				335	0	16	112	-31	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046e	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				138	0	16	112	-45	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046f	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				335.8	0	16	112	-28	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046f	ns046	ns046f1	MAG	302.2	43	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns046f	ns046	ns046f1	MAG	300.4	27.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns046g	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				320	0	16	112	-37	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046h	ns046									46.89996	268.10844	Igneous : Extrusive	Lava Flow	Basalt				323.7	0	16	112	-9	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns046h	ns046	ns046h2	MAG	311	36.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns046h	ns046	ns046h2	MAG	308.3	20.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047a	ns047	ns047a1	HEM	313.7	60	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns047a	ns047	ns047a1	HEM	307.1	44.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047a	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				117.9	0	16	112	-76	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047b	ns047	ns047b1	MAG	305	41.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047b	ns047	ns047b1	MAG	309.9	56.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns047b	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				110.4	0	16	112	-77	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047c	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				128	0	16	112	-39	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047c	ns047	ns047c2	MAG	309.6	40.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047c	ns047	ns047c2	MAG	316	55.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns047d	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				138	0	16	112	-49	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047e	ns047	ns047e1	MAG	313.1	54.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns047e	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				312.7	0	16	112	-29	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047e	ns047	ns047e1	MAG	307.6	39.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047f	ns047									46.90163	268.11151	Igneous : Extrusive	Lava Flow	Basalt				317.5	0	16	112	-57	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:15:00:00:00.00		2006:07:15:00:00:00.00		North Shore Volcanics	
ns047f	ns047	ns047f2	HEM	303.2	36.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns047f	ns047	ns047f2	HEM	306.7	51.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
