tab	samples
sample	site	specimens	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	orientation_quality	citations	method_codes	timestamp	timestamp	timestamp	timestamp	location	sample_direction_type
ns027c	ns027	ns027c1	MAG	304	44.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns027d	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				333.2	0	10	190	-82	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027d	ns027	ns027d2	MAG	293.6	46.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns027d	ns027	ns027d2	MAG	303.1	43.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns027e	ns027	ns027e2	MAG	297.4	49.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns027e	ns027	ns027e2	MAG	307.6	45.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns027e	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				314	0	10	190	-99	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027f	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				330	0	10	190	-86	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028a	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				330.1	0	14	177	-88.5	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028a	ns028	ns028a1	MAG	290.1	36.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns028a	ns028	ns028a1	MAG	298.4	30.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns028b	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				332.9	0	14	177	-90	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028b	ns028	ns028b1	MAG	299.9	24.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns028b	ns028	ns028b1	MAG	293.4	31.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns028c	ns028	ns028c1	MAG	294.4	25	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns028c	ns028	ns028c1	MAG	287.6	30.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns028c	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				333.8	0	14	177	-88	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028d	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				331	0	14	177	-88	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028e	ns028	ns028e2	MAG	286.1	33.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns028e	ns028	ns028e2	MAG	293.7	27.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns028e	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				326.9	0	14	177	-90	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028f	ns028	ns028f2	MAG	293.1	25.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns028f	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				333.5	0	14	177	-88	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns028f	ns028	ns028f2	MAG	286	31.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns028g	ns028									47.76711	269.66823	Igneous : Extrusive	Lava Flow	Basalt				332	0	14	177	-90	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029a	ns029	ns029a1	MAG	297.3	22.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns029a	ns029	ns029a1	MAG	292.9	25.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns029a	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				0.9	0	10	190	-68	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029b	ns029	ns029b1	MAG	299.5	25.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns029b	ns029	ns029b1	MAG	294.6	28.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns029b	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				358.3	0	10	190	-74	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029c	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				358	0	10	190	-73	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029d	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				10	0	10	190	-39	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029e	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				15	0	10	190	-33	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns029f	ns029									47.86887	270.11115	Igneous : Intrusive	Sill	Gabbro				345	0	10	190	-75	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030a	ns030	ns030a1	HEM	298.7	28.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns030a	ns030	ns030a1	HEM	293.3	33.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns030a	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				314.7	357.7	10	180	-24	g	This study	FS-FD : SO-POM : SO-CMD-NORTH	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030b	ns030	ns030b1	MAG	295.1	29.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns030b	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				333.7	357.7	10	180	-85	g	This study	FS-FD : SO-POM : SO-CMD-NORTH	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030b	ns030	ns030b1	MAG	289.5	33.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns030c	ns030	ns030c1	MAG	299.7	28.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns030c	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				351.7	357.7	10	180	-50	g	This study	FS-FD : SO-POM : SO-CMD-NORTH	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030c	ns030	ns030c1	MAG	294.3	33.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns030d	ns030	ns030d2	MAG	290.9	30.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns030d	ns030	ns030d2	MAG	284.9	33.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns030d	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				2	0	10	180	-61	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030e	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				327	0	10	180	-58	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030f	ns030	ns030f2	HEM	290.6	33	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns030f	ns030	ns030f2	HEM	284	36	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns030f	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				349.7	357.7	10	180	-48	g	This study	FS-FD : SO-POM : SO-GT5 : SO-CMD-NORTH	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns030g	ns030									47.79897	269.89441	Igneous : Extrusive	Lava Flow	Rhyolite				287	0	10	180	-71	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031a	ns031	ns031a1	MAG	289.1	33.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns031a	ns031	ns031a1	MAG	296.5	27.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns031a	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				339.5	0	14	177	-91	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031b	ns031	ns031b1	MAG	295	26.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns031b	ns031	ns031b1	MAG	287.8	32.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns031b	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				330.4	0	14	177	-90	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031c	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				350.1	0	14	177	-94	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031c	ns031	ns031c1	MAG	285.5	30.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns031c	ns031	ns031c1	MAG	292.4	25.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns031d	ns031	ns031d2	MAG	288.2	32.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns031d	ns031	ns031d2	MAG	295.6	26.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns031d	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				326.9	0	14	177	-61	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031e	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				339	0	14	177	-68	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031f	ns031	ns031f1	MAG	289.6	35.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns031f	ns031	ns031f1	MAG	297.5	29.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns031f	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				341.7	0	14	177	-74	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns031g	ns031									47.76888	269.66913	Igneous : Extrusive	Lava Flow	Basalt				10	0	14	177	-96	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns032a	ns032	ns032a1	MAG	291.4	34.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns032a	ns032	ns032a1	MAG	283.5	40.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns032a	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				302.8	0	12	166	-80	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032b	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				300.3	0	12	166	-84	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032b	ns032	ns032b1	MAG	285.8	39.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns032b	ns032	ns032b1	MAG	293.1	32.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns032c	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				334.7	0	12	166	-24	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032c	ns032	ns032c1	MAG	279.9	34.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns032c	ns032	ns032c1	MAG	286.6	29.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns032d	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				300	0	12	166	-23	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032e	ns032	ns032e1	HEM	297.5	35.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns032e	ns032	ns032e1	HEM	289.8	42.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns032e	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				292	0	12	166	-18	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032f	ns032									47.73193	269.55709	Igneous : Extrusive	Lava Flow	Andesite				299.9	0	12	166	-10	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:13:00:00:00.00		2006:07:13:00:00:00.00		North Shore Volcanics	
ns032f	ns032	ns032f1	HEM	298.9	33.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns032f	ns032	ns032f1	HEM	291.9	41.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns033a	ns033									47.81594	269.89617	Igneous : Extrusive	Lava Flow	Rhyolite				132.2	0	10	180	-24	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns033a	ns033	ns033a1	MAG	283.4	30.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns033a	ns033	ns033a1	MAG	277.4	32.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns033b	ns033	ns033b1	MAG	279.3	28.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns033b	ns033									47.81594	269.89617	Igneous : Extrusive	Lava Flow	Rhyolite				77.6	0	10	180	-32	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns033b	ns033	ns033b1	MAG	273.7	29.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns033c	ns033									47.81594	269.89617	Igneous : Extrusive	Lava Flow	Rhyolite				62	0	10	180	-93	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns034a	ns034	ns034a1	HEM	291.4	54.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns034a	ns034	ns034a1	HEM	293	42.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns034a	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				357.1	0	12	119	-18	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034b	ns034	ns034b1	HEM	300.7	52.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns034b	ns034	ns034b1	HEM	300.4	40.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns034b	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				6.2	0	12	119	-31	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034c	ns034	ns034c1	HEM	305	38.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns034c	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				19	0	12	119	-26	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034c	ns034	ns034c1	HEM	306.4	50.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns034d	ns034	ns034d1	HEM	305.6	53.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns034d	ns034	ns034d1	HEM	304.2	41.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns034d	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				155.7	0	12	119	-53	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034e	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				272	0	12	119	-32	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034f	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				343.2	0	12	119	-62	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034g	ns034									47.01668	268.33971	Igneous : Extrusive	Lava Flow	Basalt				299	0	12	119	-49	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns034g	ns034	ns034g1	HEM	292.9	58.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns034g	ns034	ns034g1	HEM	294.3	46.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns035a	ns035	ns035a1	MAG	291.8	45	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns035a	ns035	ns035a1	MAG	289.7	56.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns035a	ns035									47.01823	268.34011	Igneous : Extrusive	Lava Flow	Basalt				258.2	0	12	119	-10	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns035b	ns035	ns035b1	MAG	294.4	55.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns035b	ns035	ns035b1	MAG	295.4	43.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns035b	ns035									47.01823	268.34011	Igneous : Extrusive	Lava Flow	Basalt				131.7	0	12	119	-30	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns035c	ns035	ns035c2	MAG	294.9	44	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns035c	ns035	ns035c2	MAG	293.7	55.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns035c	ns035									47.01823	268.34011	Igneous : Extrusive	Lava Flow	Basalt				149	0	12	119	-70	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns035d	ns035									47.01823	268.34011	Igneous : Extrusive	Lava Flow	Basalt				303.4	0	12	119	-4	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:14:00:00:00.00		2006:07:14:00:00:00.00		North Shore Volcanics	
ns035d	ns035	ns035d2	MAG	297.8	43.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns035d	ns035	ns035d2	MAG	297.5	55.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
