tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.5	314.9	33.1	ns078d1:LP-DIR-T	North Shore Volcanics	2.476e-06		273	6	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	673
This study	0.5	317.4	31.6	ns078d1:LP-DIR-T	North Shore Volcanics	2.207e-06		273	7	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	723
This study	0.5	316.3	30.7	ns078d1:LP-DIR-T	North Shore Volcanics	1.924e-06		273	8	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	773
This study	0.4	317.5	29.6	ns078d1:LP-DIR-T	North Shore Volcanics	1.645e-06		273	9	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	823
This study	0.5	316.8	29.2	ns078d1:LP-DIR-T	North Shore Volcanics	1.46e-06		273	10	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	848
This study	0.5	317.4	29	ns078d1:LP-DIR-T	North Shore Volcanics	1.229e-06		273	11	LT-T-Z : LP-DIR-T	g	ns078d	ns078	ns078d1	u		0	0	0	0	873
This study	0.6	280.9	66.4	ns079b1:LP-DIR-T	North Shore Volcanics	4.12e-06		273	1	LT-NO : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	273
This study	0.7	283.3	65.3	ns079b1:LP-DIR-T	North Shore Volcanics	4.049e-06		273	2	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	373
This study	0.6	292.8	53.9	ns079b1:LP-DIR-T	North Shore Volcanics	3.354e-06		273	3	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	473
This study	0.6	293.8	51	ns079b1:LP-DIR-T	North Shore Volcanics	2.827e-06		273	4	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	573
This study	0.6	294.2	50.4	ns079b1:LP-DIR-T	North Shore Volcanics	2.67e-06		273	5	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	623
This study	0.6	292.8	51.2	ns079b1:LP-DIR-T	North Shore Volcanics	2.56e-06		273	6	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	673
This study	0.5	294.5	50.9	ns079b1:LP-DIR-T	North Shore Volcanics	2.431e-06		273	7	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	723
This study	0.5	292.9	50.6	ns079b1:LP-DIR-T	North Shore Volcanics	2.232e-06		273	8	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	773
This study	0.6	292.2	50.4	ns079b1:LP-DIR-T	North Shore Volcanics	1.88e-06		273	9	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	823
This study	0.6	291.5	50.9	ns079b1:LP-DIR-T	North Shore Volcanics	1.354e-06		273	10	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	848
This study	0.5	290.6	50.7	ns079b1:LP-DIR-T	North Shore Volcanics	1.269e-06		273	11	LT-T-Z : LP-DIR-T	g	ns079b	ns079	ns079b1	u		0	0	0	0	873
This study	0.4	3.1	42.4	ns080b1:LP-DIR-T	North Shore Volcanics	2.644e-06		273	1	LT-NO : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	273
This study	0.4	2.2	42.5	ns080b1:LP-DIR-T	North Shore Volcanics	2.647e-06		273	2	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	373
This study	0.3	0.8	41.8	ns080b1:LP-DIR-T	North Shore Volcanics	2.606e-06		273	3	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	473
This study	0.4	2.6	40.4	ns080b1:LP-DIR-T	North Shore Volcanics	2.501e-06		273	4	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	573
This study	0.4	1.6	40.5	ns080b1:LP-DIR-T	North Shore Volcanics	2.43e-06		273	5	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	623
This study	0.4	0.6	40.6	ns080b1:LP-DIR-T	North Shore Volcanics	2.34e-06		273	6	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	673
This study	0.4	0.4	40.6	ns080b1:LP-DIR-T	North Shore Volcanics	2.232e-06		273	7	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	723
This study	0.3	2.4	40.8	ns080b1:LP-DIR-T	North Shore Volcanics	2.113e-06		273	8	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	773
This study	0.4	2.3	39.4	ns080b1:LP-DIR-T	North Shore Volcanics	1.902e-06		273	9	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	823
This study	0.4	1.7	40.1	ns080b1:LP-DIR-T	North Shore Volcanics	1.745e-06		273	10	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	848
This study	0.4	1.5	39.9	ns080b1:LP-DIR-T	North Shore Volcanics	1.637e-06		273	11	LT-T-Z : LP-DIR-T	g	ns080b	ns080	ns080b1	u		0	0	0	0	873
This study	0.4	208.7	-29.4	ns081b1:LP-DIR-T	North Shore Volcanics	8.199e-07		273	1	LT-NO : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	273
This study	0.5	207.8	-29.5	ns081b1:LP-DIR-T	North Shore Volcanics	8.025e-07		273	2	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	373
This study	0.3	208.2	-30.3	ns081b1:LP-DIR-T	North Shore Volcanics	7.64e-07		273	3	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	473
This study	0.4	207.5	-31.3	ns081b1:LP-DIR-T	North Shore Volcanics	6.561e-07		273	4	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	573
This study	0.4	207.4	-31.6	ns081b1:LP-DIR-T	North Shore Volcanics	5.779e-07		273	5	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	623
This study	0.4	205.9	-31.4	ns081b1:LP-DIR-T	North Shore Volcanics	4.922e-07		273	6	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	673
This study	0.4	207.5	-31	ns081b1:LP-DIR-T	North Shore Volcanics	3.724e-07		273	7	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	723
This study	0.3	207.9	-31.2	ns081b1:LP-DIR-T	North Shore Volcanics	2.495e-07		273	8	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	773
This study	0.3	208.4	-32	ns081b1:LP-DIR-T	North Shore Volcanics	1.54e-07		273	9	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	823
This study	0.4	209.3	-33.2	ns081b1:LP-DIR-T	North Shore Volcanics	1.232e-07		273	10	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	848
This study	0.2	208.7	-33.9	ns081b1:LP-DIR-T	North Shore Volcanics	1.166e-07		273	11	LT-T-Z : LP-DIR-T	g	ns081b	ns081	ns081b1	u		0	0	0	0	873
This study	0.6	195.1	-21.5	ns083b1:LP-DIR-T	North Shore Volcanics	1.038e-05		273	1	LT-NO : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	273
This study	0.4	195.5	-22.1	ns083b1:LP-DIR-T	North Shore Volcanics	9.941e-06		273	2	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	373
This study	0.3	195.8	-29.6	ns083b1:LP-DIR-T	North Shore Volcanics	8.648e-06		273	3	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	473
This study	0.3	196.4	-32.2	ns083b1:LP-DIR-T	North Shore Volcanics	7.203e-06		273	4	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	573
This study	0.3	195.3	-33.1	ns083b1:LP-DIR-T	North Shore Volcanics	6.3e-06		273	5	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	623
This study	0.3	195.6	-33.5	ns083b1:LP-DIR-T	North Shore Volcanics	5.734e-06		273	6	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	673
This study	0.3	195	-33.3	ns083b1:LP-DIR-T	North Shore Volcanics	5.23e-06		273	7	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	723
This study	0.3	196	-33.3	ns083b1:LP-DIR-T	North Shore Volcanics	4.626e-06		273	8	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	773
This study	0.3	195.4	-33.2	ns083b1:LP-DIR-T	North Shore Volcanics	3.683e-06		273	9	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	823
This study	0.3	196	-33.8	ns083b1:LP-DIR-T	North Shore Volcanics	2.017e-06		273	10	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	848
This study	0.3	196.5	-34.8	ns083b1:LP-DIR-T	North Shore Volcanics	1.382e-06		273	11	LT-T-Z : LP-DIR-T	g	ns083b	ns083	ns083b1	u		0	0	0	0	873
This study	0.5	158.4	-44.8	ns085b1:LP-DIR-T	North Shore Volcanics	4.709e-06		273	1	LT-NO : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	273
This study	0.4	158.6	-44.9	ns085b1:LP-DIR-T	North Shore Volcanics	4.686e-06		273	2	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	373
This study	0.4	156.7	-45	ns085b1:LP-DIR-T	North Shore Volcanics	4.631e-06		273	3	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	473
This study	0.4	157.1	-45.6	ns085b1:LP-DIR-T	North Shore Volcanics	4.482e-06		273	4	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	573
This study	0.4	156.9	-45.9	ns085b1:LP-DIR-T	North Shore Volcanics	4.347e-06		273	5	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	623
This study	0.4	155.3	-45.6	ns085b1:LP-DIR-T	North Shore Volcanics	4.098e-06		273	6	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	673
This study	0.3	156.3	-46	ns085b1:LP-DIR-T	North Shore Volcanics	3.78e-06		273	7	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	723
This study	0.4	157.1	-45.8	ns085b1:LP-DIR-T	North Shore Volcanics	3.382e-06		273	8	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	773
This study	0.4	156.5	-46.1	ns085b1:LP-DIR-T	North Shore Volcanics	2.913e-06		273	9	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	823
This study	0.4	158	-46.6	ns085b1:LP-DIR-T	North Shore Volcanics	2.605e-06		273	10	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	848
This study	0.4	157.4	-45.6	ns085b1:LP-DIR-T	North Shore Volcanics	2.419e-06		273	11	LT-T-Z : LP-DIR-T	g	ns085b	ns085	ns085b1	u		0	0	0	0	873
This study	0.5	312.3	63.5	ns087b1:LP-DIR-T	North Shore Volcanics	2.268e-06		273	1	LT-NO : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	273
This study	0.5	311.8	63.2	ns087b1:LP-DIR-T	North Shore Volcanics	2.298e-06		273	2	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	373
This study	0.5	312.3	61.2	ns087b1:LP-DIR-T	North Shore Volcanics	2.372e-06		273	3	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	473
This study	0.4	311.6	60.4	ns087b1:LP-DIR-T	North Shore Volcanics	2.385e-06		273	4	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	573
This study	0.5	312	60.3	ns087b1:LP-DIR-T	North Shore Volcanics	2.367e-06		273	5	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	623
This study	0.5	312.5	60.3	ns087b1:LP-DIR-T	North Shore Volcanics	2.327e-06		273	6	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	673
This study	0.5	313.3	60	ns087b1:LP-DIR-T	North Shore Volcanics	2.264e-06		273	7	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	723
This study	0.5	314.7	59.7	ns087b1:LP-DIR-T	North Shore Volcanics	2.128e-06		273	8	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	773
This study	0.5	313.9	59.5	ns087b1:LP-DIR-T	North Shore Volcanics	1.938e-06		273	9	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	823
This study	0.5	312.8	59.2	ns087b1:LP-DIR-T	North Shore Volcanics	1.677e-06		273	10	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	848
This study	0.5	314.1	59.1	ns087b1:LP-DIR-T	North Shore Volcanics	1.483e-06		273	11	LT-T-Z : LP-DIR-T	g	ns087b	ns087	ns087b1	u		0	0	0	0	873
This study	0.3	291.9	41.7	ns002b1:LP-DIR-T	North Shore Volcanics	1.338e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns002b	ns002	ns002b1	u	SAN	0	0	0	90	923
This study	0.6	290.4	42.9	ns002b1:LP-DIR-T	North Shore Volcanics	4.023e-07	4	273	2	LT-T-Z : LP-DIR-T	g	ns002b	ns002	ns002b1	u	SAN	0	0	0	90	948
This study	0.2	317.1	67.1	ns002c1:LP-DIR-T	North Shore Volcanics	8.936e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	373
This study	0.2	310.2	58.6	ns002c1:LP-DIR-T	North Shore Volcanics	7.297e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	473
This study	0.2	311.3	55.3	ns002c1:LP-DIR-T	North Shore Volcanics	6.405e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	573
This study	0.3	313	50	ns002c1:LP-DIR-T	North Shore Volcanics	4.903e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	673
This study	0.2	310.5	48.2	ns002c1:LP-DIR-T	North Shore Volcanics	3.997e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	723
This study	0.3	310.8	47.3	ns002c1:LP-DIR-T	North Shore Volcanics	3.263e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	773
This study	0.3	311.2	46.1	ns002c1:LP-DIR-T	North Shore Volcanics	2.369e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	823
This study	0.3	311.5	46.1	ns002c1:LP-DIR-T	North Shore Volcanics	1.444e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	873
This study	0.4	313.3	44.2	ns002c1:LP-DIR-T	North Shore Volcanics	8.912e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	923
This study	0.8	310.7	46.3	ns002c1:LP-DIR-T	North Shore Volcanics	2.414e-07	4	273	10	LT-T-Z : LP-DIR-T	g	ns002c	ns002	ns002c1	u	SAN	0	0	0	90	948
This study	0.1	14.1	79.1	ns002d1:LP-DIR-T	North Shore Volcanics	8.96e-06	4	273	1	LT-NO : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	273
This study	0.1	12.2	78.6	ns002d1:LP-DIR-T	North Shore Volcanics	8.959e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	373
This study	0.2	358.7	72.1	ns002d1:LP-DIR-T	North Shore Volcanics	7.541e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	473
This study	0.2	355.2	68.7	ns002d1:LP-DIR-T	North Shore Volcanics	6.868e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	573
This study	0.2	356.1	65.3	ns002d1:LP-DIR-T	North Shore Volcanics	5.265e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	673
This study	0.2	353.6	64.1	ns002d1:LP-DIR-T	North Shore Volcanics	3.424e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	773
This study	0.3	351	61.3	ns002d1:LP-DIR-T	North Shore Volcanics	1.503e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	873
This study	0.4	351.5	59.7	ns002d1:LP-DIR-T	North Shore Volcanics	8.66e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	923
This study	1.5	340	55.7	ns002d1:LP-DIR-T	North Shore Volcanics	1.88e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns002d	ns002	ns002d1	u	SAN	0	0	0	90	948
This study	0.1	184.2	48.7	ns002f1:LP-DIR-T	North Shore Volcanics	1.383e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	373
This study	0.1	185.1	51.2	ns002f1:LP-DIR-T	North Shore Volcanics	1.355e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	473
This study	0.1	185.4	52.5	ns002f1:LP-DIR-T	North Shore Volcanics	1.325e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	573
This study	0.1	185.7	52.5	ns002f1:LP-DIR-T	North Shore Volcanics	1.095e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	673
This study	0.1	184.5	53.2	ns002f1:LP-DIR-T	North Shore Volcanics	9.885e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	723
This study	0.1	185.8	52.9	ns002f1:LP-DIR-T	North Shore Volcanics	8.655e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	773
This study	0.1	184.5	53.4	ns002f1:LP-DIR-T	North Shore Volcanics	5.824e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	823
This study	0.2	184.4	53.6	ns002f1:LP-DIR-T	North Shore Volcanics	2.92e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	873
This study	0.3	184.6	54.2	ns002f1:LP-DIR-T	North Shore Volcanics	1.675e-06	4	273	9	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	923
This study	1	185	55.4	ns002f1:LP-DIR-T	North Shore Volcanics	2.939e-07	4	273	10	LT-T-Z : LP-DIR-T	g	ns002f	ns002	ns002f1	u	SAN	0	0	0	90	948
This study	0.2	176.3	53.2	ns003c2:LP-DIR-T	North Shore Volcanics	1.116e-05	4	273	1	LT-NO : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	273
This study	0.3	180.6	50.2	ns003c2:LP-DIR-T	North Shore Volcanics	1.002e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	373
This study	0.3	186.1	48.8	ns003c2:LP-DIR-T	North Shore Volcanics	8.643e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	473
This study	0.3	189.5	49	ns003c2:LP-DIR-T	North Shore Volcanics	7.782e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	573
This study	0.3	192.6	50.6	ns003c2:LP-DIR-T	North Shore Volcanics	6.297e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	673
This study	0.4	197.5	52.6	ns003c2:LP-DIR-T	North Shore Volcanics	4.203e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	773
This study	8.1	136.9	15	ns003c2:LP-DIR-T	North Shore Volcanics	1.067e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns003c	ns003	ns003c2	u	SAN	0	0	0	90	873
This study	0.2	216.4	72.7	ns003d2:LP-DIR-T	North Shore Volcanics	7.324e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	373
This study	0.2	222.4	74	ns003d2:LP-DIR-T	North Shore Volcanics	7.077e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	473
This study	0.2	232.1	75.6	ns003d2:LP-DIR-T	North Shore Volcanics	6.691e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	573
This study	0.2	243.9	76.4	ns003d2:LP-DIR-T	North Shore Volcanics	5.645e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	673
This study	0.2	247.9	76.5	ns003d2:LP-DIR-T	North Shore Volcanics	4.827e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	723
This study	0.2	253.2	76.2	ns003d2:LP-DIR-T	North Shore Volcanics	3.803e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	773
This study	0.3	263.1	74.6	ns003d2:LP-DIR-T	North Shore Volcanics	2.112e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	823
This study	0.5	267.5	74.9	ns003d2:LP-DIR-T	North Shore Volcanics	9.947e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	873
This study	1.4	283.2	75.3	ns003d2:LP-DIR-T	North Shore Volcanics	3.503e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns003d	ns003	ns003d2	u	SAN	0	0	0	90	923
This study	0.2	185.3	45.5	ns003g1:LP-DIR-T	North Shore Volcanics	6.588e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns003g	ns003	ns003g1	u	SAN	0	0	0	90	373
This study	0.2	186.1	48.1	ns003g1:LP-DIR-T	North Shore Volcanics	6.382e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns003g	ns003	ns003g1	u	SAN	0	0	0	90	473
This study	0.2	186.5	51.2	ns003g1:LP-DIR-T	North Shore Volcanics	5.986e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns003g	ns003	ns003g1	u	SAN	0	0	0	90	573
This study	0.3	255.7	49.1	ns004c1:LP-DIR-T	North Shore Volcanics	3.24e-05	4	273	1	LT-NO : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	273
This study	0.3	257	50.8	ns004c1:LP-DIR-T	North Shore Volcanics	3.197e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	373
This study	0.2	255.5	49.5	ns004c1:LP-DIR-T	North Shore Volcanics	2.817e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	473
This study	0.3	257.4	46.5	ns004c1:LP-DIR-T	North Shore Volcanics	2.407e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	573
This study	0.3	255.6	42.8	ns004c1:LP-DIR-T	North Shore Volcanics	1.927e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	673
This study	0.3	254.6	40	ns004c1:LP-DIR-T	North Shore Volcanics	1.46e-05	4	273	6	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	773
This study	1.8	273.6	34.7	ns004c1:LP-DIR-T	North Shore Volcanics	6.735e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns004c	ns004	ns004c1	u	SAN	0	0	0	90	873
This study	0.3	220.1	68.9	ns004e1:LP-DIR-T	North Shore Volcanics	1.635e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	373
This study	0.3	228.2	71.7	ns004e1:LP-DIR-T	North Shore Volcanics	1.579e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	473
This study	0.2	237	73.2	ns004e1:LP-DIR-T	North Shore Volcanics	1.505e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	573
This study	0.3	244.4	74	ns004e1:LP-DIR-T	North Shore Volcanics	1.267e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	673
This study	0.2	247.4	73.9	ns004e1:LP-DIR-T	North Shore Volcanics	1.145e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	723
This study	0.3	250.1	74.3	ns004e1:LP-DIR-T	North Shore Volcanics	9.978e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	773
This study	0.5	253.5	74.6	ns004e1:LP-DIR-T	North Shore Volcanics	3.581e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	823
This study	3.2	293.7	60.1	ns004e1:LP-DIR-T	North Shore Volcanics	3.911e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns004e	ns004	ns004e1	u	SAN	0	0	0	90	873
This study	0.3	223	-1.6	ns004f1:LP-DIR-T	North Shore Volcanics	1.181e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns004f	ns004	ns004f1	u	SAN	0	0	0	90	373
This study	0.4	226.5	2.1	ns004f1:LP-DIR-T	North Shore Volcanics	1.102e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns004f	ns004	ns004f1	u	SAN	0	0	0	90	473
