tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.2	127.3	22.6	ns014c2:LT-NO	North Shore Volcanics	5.676e-06	4	273	1	LT-NO	g	ns014c	ns014	ns014c2	u	SAN	0	0	0	0	273
This study	0.4	317.2	29.9	ns014d1:LT-NO	North Shore Volcanics	1.832e-05	4	273	1	LT-NO	g	ns014d	ns014	ns014d1	u	SAN	0	0	0	0	273
This study	0.6	341	31.4	ns014e1:LT-NO	North Shore Volcanics	2.281e-05	4	273	1	LT-NO	g	ns014e	ns014	ns014e1	u	SAN	0	0	0	0	273
This study	0.5	290.3	28.2	ns014f1:LT-NO	North Shore Volcanics	4.12e-05	4	273	1	LT-NO	g	ns014f	ns014	ns014f1	u	SAN	0	0	0	0	273
This study	0.4	306.4	28.9	ns014g1:LT-NO	North Shore Volcanics	5.505e-05	4	273	1	LT-NO	g	ns014g	ns014	ns014g1	u	SAN	0	0	0	0	273
This study	0.4	335	32.9	ns014h1:LT-NO	North Shore Volcanics	3.836e-05	4	273	1	LT-NO	g	ns014h	ns014	ns014h1	u	SAN	0	0	0	0	273
This study	0.5	128.5	-13.1	ns015a1:LT-NO	North Shore Volcanics	4.336e-05	4	273	1	LT-NO	g	ns015a	ns015	ns015a1	u	SAN	0	0	0	0	273
This study	0.6	125.2	-12.3	ns015a2:LT-NO	North Shore Volcanics	3.106e-05	4	273	1	LT-NO	g	ns015a	ns015	ns015a2	u	SAN	0	0	0	0	273
This study	0.6	121.4	-13.1	ns015a3:LT-NO	North Shore Volcanics	1.972e-05	4	273	1	LT-NO	g	ns015a	ns015	ns015a3	u	SAN	0	0	0	0	273
This study	0.4	129.6	-17.8	ns015b1:LT-NO	North Shore Volcanics	5.773e-05	4	273	1	LT-NO	g	ns015b	ns015	ns015b1	u	SAN	0	0	0	0	273
This study	0.6	124.9	-17.8	ns015b2:LT-NO	North Shore Volcanics	3.118e-05	4	273	1	LT-NO	g	ns015b	ns015	ns015b2	u	SAN	0	0	0	0	273
This study	0.5	131.8	-18.6	ns015b3:LT-NO	North Shore Volcanics	1.714e-05	4	273	1	LT-NO	g	ns015b	ns015	ns015b3	u	SAN	0	0	0	0	273
This study	0.2	216.6	7	ns015c1:LT-NO	North Shore Volcanics	1.144e-05	4	273	1	LT-NO	g	ns015c	ns015	ns015c1	u	SAN	0	0	0	0	273
This study	0.5	351.8	59.3	ns015d1:LT-NO	North Shore Volcanics	9.203e-06	4	273	1	LT-NO	g	ns015d	ns015	ns015d1	u	SAN	0	0	0	0	273
This study	0.3	347.9	59.1	ns015d2:LT-NO	North Shore Volcanics	1.371e-05	4	273	1	LT-NO	g	ns015d	ns015	ns015d2	u	SAN	0	0	0	0	273
This study	0.6	348.7	51.4	ns015e1:LT-NO	North Shore Volcanics	6.213e-06	4	273	1	LT-NO	g	ns015e	ns015	ns015e1	u	SAN	0	0	0	0	273
This study	0.5	343.1	50.4	ns015e2:LT-NO	North Shore Volcanics	1.095e-05	4	273	1	LT-NO	g	ns015e	ns015	ns015e2	u	SAN	0	0	0	0	273
This study	0.5	320	57.8	ns015f1:LT-NO	North Shore Volcanics	1.084e-05	4	273	1	LT-NO	g	ns015f	ns015	ns015f1	u	SAN	0	0	0	0	273
This study	0.4	328.6	42.2	ns015g1:LT-NO	North Shore Volcanics	1.153e-05	4	273	1	LT-NO	g	ns015g	ns015	ns015g1	u	SAN	0	0	0	0	273
This study	0.6	317.9	29.3	ns015h1:LT-NO	North Shore Volcanics	1.113e-05	4	273	1	LT-NO	g	ns015h	ns015	ns015h1	u	SAN	0	0	0	0	273
This study	0.3	313.7	28.8	ns015h2:LT-NO	North Shore Volcanics	1.169e-05	4	273	1	LT-NO	g	ns015h	ns015	ns015h2	u	SAN	0	0	0	0	273
This study	0.2	183.4	20.7	ns016a1:LT-NO	North Shore Volcanics	2.006e-05	4	273	1	LT-NO	g	ns016a	ns016	ns016a1	u	SAN	0	0	0	0	273
This study	0.2	196.2	9.4	ns016a2:LT-NO	North Shore Volcanics	1.638e-05	4	273	1	LT-NO	g	ns016a	ns016	ns016a2	u	SAN	0	0	0	0	273
This study	0.2	203.3	24.4	ns016b1:LT-NO	North Shore Volcanics	2.16e-05	4	273	1	LT-NO	g	ns016b	ns016	ns016b1	u	SAN	0	0	0	0	273
This study	0.5	199.9	18.9	ns016b2:LT-NO	North Shore Volcanics	1.862e-05	4	273	1	LT-NO	g	ns016b	ns016	ns016b2	u	SAN	0	0	0	0	273
This study	0.6	200.5	8.1	ns016c1:LT-NO	North Shore Volcanics	1.167e-05	4	273	1	LT-NO	g	ns016c	ns016	ns016c1	u	SAN	0	0	0	0	273
This study	0.6	195.8	22.6	ns016c2:LT-NO	North Shore Volcanics	6.515e-06	4	273	1	LT-NO	g	ns016c	ns016	ns016c2	u	SAN	0	0	0	0	273
This study	0.3	196.6	-12.3	ns016d1:LT-NO	North Shore Volcanics	1.328e-05	4	273	1	LT-NO	g	ns016d	ns016	ns016d1	u	SAN	0	0	0	0	273
This study	0.7	202.5	-19.6	ns016d2:LT-NO	North Shore Volcanics	1.09e-05	4	273	1	LT-NO	g	ns016d	ns016	ns016d2	u	SAN	0	0	0	0	273
This study	0.4	196.8	21.5	ns016e1:LT-NO	North Shore Volcanics	1.152e-05	4	273	1	LT-NO	g	ns016e	ns016	ns016e1	u	SAN	0	0	0	0	273
This study	0.4	206.3	17.3	ns016e2:LT-NO	North Shore Volcanics	2.014e-05	4	273	1	LT-NO	g	ns016e	ns016	ns016e2	u	SAN	0	0	0	0	273
This study	0.3	169.9	32.6	ns016f1:LT-NO	North Shore Volcanics	2.664e-05	4	273	1	LT-NO	g	ns016f	ns016	ns016f1	u	SAN	0	0	0	0	273
This study	0.4	170.7	34.5	ns016f2:LT-NO	North Shore Volcanics	2.251e-05	4	273	1	LT-NO	g	ns016f	ns016	ns016f2	u	SAN	0	0	0	0	273
This study	0.5	214.8	31.7	ns016g1:LT-NO	North Shore Volcanics	2.097e-05	4	273	1	LT-NO	g	ns016g	ns016	ns016g1	u	SAN	0	0	0	0	273
This study	0.5	215.5	29.1	ns016g2:LT-NO	North Shore Volcanics	2.242e-05	4	273	1	LT-NO	g	ns016g	ns016	ns016g2	u	SAN	0	0	0	0	273
This study	0.4	211	-17.8	ns017a1:LT-NO	North Shore Volcanics	0.0001827	4	273	1	LT-NO	g	ns017a	ns017	ns017a1	u	SAN	0	0	0	0	273
This study	0.6	237	-13.2	ns017b1:LT-NO	North Shore Volcanics	0.0001805	4	273	1	LT-NO	g	ns017b	ns017	ns017b1	u	SAN	0	0	0	0	273
This study	0.4	256.9	60.3	ns017c1:LT-NO	North Shore Volcanics	1.539e-05	4	273	1	LT-NO	g	ns017c	ns017	ns017c1	u	SAN	0	0	0	0	273
This study	0.4	253	47.3	ns017c2:LT-NO	North Shore Volcanics	7.397e-06	4	273	1	LT-NO	g	ns017c	ns017	ns017c2	u	SAN	0	0	0	0	273
This study	0.6	206.6	57.8	ns017d1:LT-NO	North Shore Volcanics	9.563e-06	4	273	1	LT-NO	g	ns017d	ns017	ns017d1	u	SAN	0	0	0	0	273
This study	0.4	214.8	50.7	ns017d2:LT-NO	North Shore Volcanics	1.078e-05	4	273	1	LT-NO	g	ns017d	ns017	ns017d2	u	SAN	0	0	0	0	273
This study	0.5	108.7	-34.9	ns017e1:LT-NO	North Shore Volcanics	2.09e-05	4	273	1	LT-NO	g	ns017e	ns017	ns017e1	u	SAN	0	0	0	0	273
This study	0.5	334.4	67.9	ns017f1:LT-NO	North Shore Volcanics	1.366e-05	4	273	1	LT-NO	g	ns017f	ns017	ns017f1	u	SAN	0	0	0	0	273
This study	0.3	200.6	-9.3	ns018a1:LT-NO	North Shore Volcanics	2.361e-05	4	273	1	LT-NO	g	ns018a	ns018	ns018a1	u	SAN	0	0	0	0	273
This study	0.5	207.4	-18.4	ns018b1:LT-NO	North Shore Volcanics	1.382e-05	4	273	1	LT-NO	g	ns018b	ns018	ns018b1	u	SAN	0	0	0	0	273
This study	0.4	204	-18	ns018b2:LT-NO	North Shore Volcanics	1.411e-05	4	273	1	LT-NO	g	ns018b	ns018	ns018b2	u	SAN	0	0	0	0	273
This study	0.3	186.5	-1	ns018c1:LT-NO	North Shore Volcanics	1.511e-05	4	273	1	LT-NO	g	ns018c	ns018	ns018c1	u	SAN	0	0	0	0	273
This study	0.4	234.9	-8.9	ns018d1:LT-NO	North Shore Volcanics	5.812e-06	4	273	1	LT-NO	g	ns018d	ns018	ns018d1	u	SAN	0	0	0	0	273
This study	0.3	192.7	-12.6	ns018e1:LT-NO	North Shore Volcanics	1.296e-05	4	273	1	LT-NO	g	ns018e	ns018	ns018e1	u	SAN	0	0	0	0	273
This study	0.4	193.7	-14	ns018e2:LT-NO	North Shore Volcanics	1.277e-05	4	273	1	LT-NO	g	ns018e	ns018	ns018e2	u	SAN	0	0	0	0	273
This study	0.5	193.6	-6.4	ns018f1:LT-NO	North Shore Volcanics	9.767e-06	4	273	1	LT-NO	g	ns018f	ns018	ns018f1	u	SAN	0	0	0	0	273
This study	0.4	82.8	8.5	ns018g1:LT-NO	North Shore Volcanics	1.05e-05	4	273	1	LT-NO	g	ns018g	ns018	ns018g1	u	SAN	0	0	0	0	273
This study	0.4	217.4	11.7	ns019a1:LT-NO	North Shore Volcanics	4.726e-05	4	273	1	LT-NO	g	ns019a	ns019	ns019a1	u	SAN	0	0	0	0	273
This study	0.5	226	16.9	ns019b1:LT-NO	North Shore Volcanics	2.686e-05	4	273	1	LT-NO	g	ns019b	ns019	ns019b1	u	SAN	0	0	0	0	273
This study	0.2	215.4	14.5	ns019c1:LT-NO	North Shore Volcanics	6.319e-05	4	273	1	LT-NO	g	ns019c	ns019	ns019c1	u	SAN	0	0	0	0	273
This study	0.4	210.5	10.8	ns019d1:LT-NO	North Shore Volcanics	4.899e-05	4	273	1	LT-NO	g	ns019d	ns019	ns019d1	u	SAN	0	0	0	0	273
This study	0.1	213.8	3.8	ns019d2:LT-NO	North Shore Volcanics	5.034e-05	4	273	1	LT-NO	g	ns019d	ns019	ns019d2	u	SAN	0	0	0	0	273
This study	0.3	213.5	-24.1	ns019e1:LT-NO	North Shore Volcanics	5.548e-05	4	273	1	LT-NO	g	ns019e	ns019	ns019e1	u	SAN	0	0	0	0	273
This study	0.2	145.4	24.4	ns019f1:LT-NO	North Shore Volcanics	4.619e-05	4	273	1	LT-NO	g	ns019f	ns019	ns019f1	u	SAN	0	0	0	0	273
This study	0.4	198.4	30.6	ns019g1:LT-NO	North Shore Volcanics	6.155e-05	4	273	1	LT-NO	g	ns019g	ns019	ns019g1	u	SAN	0	0	0	0	273
This study	0.3	197.1	30.7	ns019g2:LT-NO	North Shore Volcanics	6.215e-05	4	273	1	LT-NO	g	ns019g	ns019	ns019g2	u	SAN	0	0	0	0	273
This study	0.3	30	68.5	ns020a1:LT-NO	North Shore Volcanics	4.407e-06	4	273	1	LT-NO	g	ns020a	ns020	ns020a1	u	SAN	0	0	0	0	273
This study	0.6	261	61.2	ns020b1:LT-NO	North Shore Volcanics	3.591e-06	4	273	1	LT-NO	g	ns020b	ns020	ns020b1	u	SAN	0	0	0	0	273
This study	0.2	29.7	50.7	ns020c1:LT-NO	North Shore Volcanics	4.307e-06	4	273	1	LT-NO	g	ns020c	ns020	ns020c1	u	SAN	0	0	0	0	273
This study	0.4	50.4	69.7	ns020d1:LT-NO	North Shore Volcanics	4.283e-06	4	273	1	LT-NO	g	ns020d	ns020	ns020d1	u	SAN	0	0	0	0	273
This study	0.5	238.1	44.1	ns020e1:LT-NO	North Shore Volcanics	1.256e-05	4	273	1	LT-NO	g	ns020e	ns020	ns020e1	u	SAN	0	0	0	0	273
This study	0.5	234.5	42.4	ns020e2:LT-NO	North Shore Volcanics	2.056e-05	4	273	1	LT-NO	g	ns020e	ns020	ns020e2	u	SAN	0	0	0	0	273
This study	0.8	234.2	60.8	ns020f1:LT-NO	North Shore Volcanics	4.331e-06	4	273	1	LT-NO	g	ns020f	ns020	ns020f1	u	SAN	0	0	0	0	273
This study	0.5	238.8	56.6	ns020f2:LT-NO	North Shore Volcanics	7.753e-06	4	273	1	LT-NO	g	ns020f	ns020	ns020f2	u	SAN	0	0	0	0	273
This study	0.5	158.7	69.6	ns020g1:LT-NO	North Shore Volcanics	1.885e-05	4	273	1	LT-NO	g	ns020g	ns020	ns020g1	u	SAN	0	0	0	0	273
This study	0.4	154	70.4	ns020g2:LT-NO	North Shore Volcanics	2.645e-05	4	273	1	LT-NO	g	ns020g	ns020	ns020g2	u	SAN	0	0	0	0	273
This study	0.5	307.4	51.9	ns021a1:LT-NO	North Shore Volcanics	1.427e-05	4	273	1	LT-NO	g	ns021a	ns021	ns021a1	u	SAN	0	0	0	0	273
This study	0.5	309.6	53.7	ns021a2:LT-NO	North Shore Volcanics	9.434e-06	4	273	1	LT-NO	g	ns021a	ns021	ns021a2	u	SAN	0	0	0	0	273
This study	0.6	311.1	53.4	ns021a3:LT-NO	North Shore Volcanics	1.352e-05	4	273	1	LT-NO	g	ns021a	ns021	ns021a3	u	SAN	0	0	0	0	273
This study	0.3	177.8	71.9	ns021b1:LT-NO	North Shore Volcanics	6.712e-06	4	273	1	LT-NO	g	ns021b	ns021	ns021b1	u	SAN	0	0	0	0	273
This study	0.4	188.4	71.2	ns021b2:LT-NO	North Shore Volcanics	6.319e-06	4	273	1	LT-NO	g	ns021b	ns021	ns021b2	u	SAN	0	0	0	0	273
This study	0.3	179.9	71.3	ns021b3:LT-NO	North Shore Volcanics	6.496e-06	4	273	1	LT-NO	g	ns021b	ns021	ns021b3	u	SAN	0	0	0	0	273
This study	0.3	15.7	61.2	ns021c1:LT-NO	North Shore Volcanics	6.631e-05	4	273	1	LT-NO	g	ns021c	ns021	ns021c1	u	SAN	0	0	0	0	273
This study	0.3	18.1	61.5	ns021c2:LT-NO	North Shore Volcanics	6.773e-05	4	273	1	LT-NO	g	ns021c	ns021	ns021c2	u	SAN	0	0	0	0	273
This study	0.7	234.2	6	ns021d1:LT-NO	North Shore Volcanics	4.427e-06	4	273	1	LT-NO	g	ns021d	ns021	ns021d1	u	SAN	0	0	0	0	273
This study	0.5	233.4	0.2	ns021d2:LT-NO	North Shore Volcanics	5.888e-06	4	273	1	LT-NO	g	ns021d	ns021	ns021d2	u	SAN	0	0	0	0	273
This study	0.3	237.1	10	ns021e1:LT-NO	North Shore Volcanics	6.101e-06	4	273	1	LT-NO	g	ns021e	ns021	ns021e1	u	SAN	0	0	0	0	273
This study	0.4	235.8	9.1	ns021e2:LT-NO	North Shore Volcanics	6.219e-06	4	273	1	LT-NO	g	ns021e	ns021	ns021e2	u	SAN	0	0	0	0	273
This study	0.5	238.1	11.8	ns021e3:LT-NO	North Shore Volcanics	6.345e-06	4	273	1	LT-NO	g	ns021e	ns021	ns021e3	u	SAN	0	0	0	0	273
This study	0.5	254.2	30.3	ns021f1:LT-NO	North Shore Volcanics	9.034e-06	4	273	1	LT-NO	g	ns021f	ns021	ns021f1	u	SAN	0	0	0	0	273
This study	0.6	253.7	29.8	ns021f2:LT-NO	North Shore Volcanics	9.554e-06	4	273	1	LT-NO	g	ns021f	ns021	ns021f2	u	SAN	0	0	0	0	273
This study	0.4	199.6	49.3	ns022a1:LT-NO	North Shore Volcanics	5.754e-06	4	273	1	LT-NO	g	ns022a	ns022	ns022a1	u	SAN	0	0	0	0	273
This study	0.4	179.8	73.5	ns022b1:LT-NO	North Shore Volcanics	3.905e-06	4	273	1	LT-NO	g	ns022b	ns022	ns022b1	u	SAN	0	0	0	0	273
This study	0.4	185	14.8	ns022c1:LT-NO	North Shore Volcanics	6.165e-06	4	273	1	LT-NO	g	ns022c	ns022	ns022c1	u	SAN	0	0	0	0	273
This study	1.1	264.8	68	ns022d1:LT-NO	North Shore Volcanics	3.832e-06	4	273	1	LT-NO	g	ns022d	ns022	ns022d1	u	SAN	0	0	0	0	273
This study	0.4	260.4	59.1	ns022d2:LT-NO	North Shore Volcanics	4.601e-06	4	273	1	LT-NO	g	ns022d	ns022	ns022d2	u	SAN	0	0	0	0	273
This study	0.5	245.1	60	ns022e1:LT-NO	North Shore Volcanics	3.486e-06	4	273	1	LT-NO	g	ns022e	ns022	ns022e1	u	SAN	0	0	0	0	273
This study	0.5	324	56	ns022f1:LT-NO	North Shore Volcanics	6.496e-06	4	273	1	LT-NO	g	ns022f	ns022	ns022f1	u	SAN	0	0	0	0	273
This study	0.3	254.2	-30.6	ns023a1:LT-NO	North Shore Volcanics	7.569e-05	4	273	1	LT-NO	g	ns023a	ns023	ns023a1	u	SAN	0	0	0	0	273
This study	0.4	254.3	-30.1	ns023a2:LT-NO	North Shore Volcanics	8.17e-05	4	273	1	LT-NO	g	ns023a	ns023	ns023a2	u	SAN	0	0	0	0	273
This study	0.6	190	79.1	ns023b1:LT-NO	North Shore Volcanics	7.944e-05	4	273	1	LT-NO	g	ns023b	ns023	ns023b1	u	SAN	0	0	0	0	273
This study	0.4	195.9	77	ns023b2:LT-NO	North Shore Volcanics	0.0001265	4	273	1	LT-NO	g	ns023b	ns023	ns023b2	u	SAN	0	0	0	0	273
This study	0.4	241.9	68.8	ns023c1:LT-NO	North Shore Volcanics	9.79e-05	4	273	1	LT-NO	g	ns023c	ns023	ns023c1	u	SAN	0	0	0	0	273
This study	0.4	237	67.1	ns023c2:LT-NO	North Shore Volcanics	9.732e-05	4	273	1	LT-NO	g	ns023c	ns023	ns023c2	u	SAN	0	0	0	0	273
This study	0.5	217.7	66.8	ns023d1:LT-NO	North Shore Volcanics	8.193e-05	4	273	1	LT-NO	g	ns023d	ns023	ns023d1	u	SAN	0	0	0	0	273
This study	0.4	213.4	59.9	ns023e1:LT-NO	North Shore Volcanics	7.827e-05	4	273	1	LT-NO	g	ns023e	ns023	ns023e1	u	SAN	0	0	0	0	273
This study	0.8	82.7	-54.3	ns023f1:LT-NO	North Shore Volcanics	4.106e-05	4	273	1	LT-NO	g	ns023f	ns023	ns023f1	u	SAN	0	0	0	0	273
This study	0.3	90.8	68.2	ns023g1:LT-NO	North Shore Volcanics	0.0001136	4	273	1	LT-NO	g	ns023g	ns023	ns023g1	u	SAN	0	0	0	0	273
This study	0.6	186.6	69	ns023h1:LT-NO	North Shore Volcanics	5.268e-05	4	273	1	LT-NO	g	ns023h	ns023	ns023h1	u	SAN	0	0	0	0	273
This study	0.4	188.9	69.1	ns023h2:LT-NO	North Shore Volcanics	7.795e-05	4	273	1	LT-NO	g	ns023h	ns023	ns023h2	u	SAN	0	0	0	0	273
This study	0.2	356.9	-33.6	ns024a1:LT-NO	North Shore Volcanics	5.811e-05	4	273	1	LT-NO	g	ns024a	ns024	ns024a1	u	SAN	0	0	0	0	273
This study	0.4	359.6	-34.5	ns024a2:LT-NO	North Shore Volcanics	3.268e-05	4	273	1	LT-NO	g	ns024a	ns024	ns024a2	u	SAN	0	0	0	0	273
This study	0.4	356.5	-44.4	ns024b1:LT-NO	North Shore Volcanics	5.059e-05	4	273	1	LT-NO	g	ns024b	ns024	ns024b1	u	SAN	0	0	0	0	273
This study	0.4	0.7	-49.7	ns024b2:LT-NO	North Shore Volcanics	1.997e-05	4	273	1	LT-NO	g	ns024b	ns024	ns024b2	u	SAN	0	0	0	0	273
This study	0.3	352.1	-41.6	ns024c1:LT-NO	North Shore Volcanics	4.464e-05	4	273	1	LT-NO	g	ns024c	ns024	ns024c1	u	SAN	0	0	0	0	273
This study	0.2	14.7	-33.7	ns024d1:LT-NO	North Shore Volcanics	8.91e-05	4	273	1	LT-NO	g	ns024d	ns024	ns024d1	u	SAN	0	0	0	0	273
This study	0.4	358.6	-33.6	ns024e1:LT-NO	North Shore Volcanics	3.123e-05	4	273	1	LT-NO	g	ns024e	ns024	ns024e1	u	SAN	0	0	0	0	273
This study	0.4	1.6	-34.9	ns024e2:LT-NO	North Shore Volcanics	3.585e-05	4	273	1	LT-NO	g	ns024e	ns024	ns024e2	u	SAN	0	0	0	0	273
This study	0.4	5.6	-40.8	ns024f1:LT-NO	North Shore Volcanics	8.291e-05	4	273	1	LT-NO	g	ns024f	ns024	ns024f1	u	SAN	0	0	0	0	273
This study	0.2	6.5	-44.1	ns024f2:LT-NO	North Shore Volcanics	3.031e-05	4	273	1	LT-NO	g	ns024f	ns024	ns024f2	u	SAN	0	0	0	0	273
This study	0.2	341.3	-51.1	ns025a1:LT-NO	North Shore Volcanics	3.294e-05	4	273	1	LT-NO	g	ns025a	ns025	ns025a1	u	SAN	0	0	0	0	273
This study	0.3	15.3	-80.9	ns025b1:LT-NO	North Shore Volcanics	2.088e-05	4	273	1	LT-NO	g	ns025b	ns025	ns025b1	u	SAN	0	0	0	0	273
This study	0.4	9.7	-77.8	ns025b2:LT-NO	North Shore Volcanics	1.643e-05	4	273	1	LT-NO	g	ns025b	ns025	ns025b2	u	SAN	0	0	0	0	273
This study	0.6	11.4	-50.1	ns025c1:LT-NO	North Shore Volcanics	3.64e-07	4	273	1	LT-NO	g	ns025c	ns025	ns025c1	u	SAN	0	0	0	0	273
This study	0.4	7.9	-49.9	ns025c2:LT-NO	North Shore Volcanics	6.375e-07	4	273	1	LT-NO	g	ns025c	ns025	ns025c2	u	SAN	0	0	0	0	273
This study	0.3	349.5	-41.8	ns025d1:LT-NO	North Shore Volcanics	4.264e-06	4	273	1	LT-NO	g	ns025d	ns025	ns025d1	u	SAN	0	0	0	0	273
This study	0.5	332.6	-56.9	ns025e1:LT-NO	North Shore Volcanics	1.557e-05	4	273	1	LT-NO	g	ns025e	ns025	ns025e1	u	SAN	0	0	0	0	273
This study	0.1	327.8	-14	ns025f1:LT-NO	North Shore Volcanics	1.513e-05	4	273	1	LT-NO	g	ns025f	ns025	ns025f1	u	SAN	0	0	0	0	273
This study	0.2	329.3	-12.6	ns025f2:LT-NO	North Shore Volcanics	1.73e-05	4	273	1	LT-NO	g	ns025f	ns025	ns025f2	u	SAN	0	0	0	0	273
This study	0.4	323	-34.6	ns025g1:LT-NO	North Shore Volcanics	2.327e-05	4	273	1	LT-NO	g	ns025g	ns025	ns025g1	u	SAN	0	0	0	0	273
This study	0.4	324.1	-34	ns025g2:LT-NO	North Shore Volcanics	2.015e-05	4	273	1	LT-NO	g	ns025g	ns025	ns025g2	u	SAN	0	0	0	0	273
This study	0.2	324.5	-36.3	ns025g3:LT-NO	North Shore Volcanics	2.356e-05	4	273	1	LT-NO	g	ns025g	ns025	ns025g3	u	SAN	0	0	0	0	273
This study	0.2	217.1	-69.6	ns026a1:LT-NO	North Shore Volcanics	1.548e-05	4	273	1	LT-NO	g	ns026a	ns026	ns026a1	u	SAN	0	0	0	0	273
This study	0.2	212.2	-71.5	ns026a2:LT-NO	North Shore Volcanics	1.146e-05	4	273	1	LT-NO	g	ns026a	ns026	ns026a2	u	SAN	0	0	0	0	273
This study	0.2	270.9	-61.8	ns026b1:LT-NO	North Shore Volcanics	1.912e-05	4	273	1	LT-NO	g	ns026b	ns026	ns026b1	u	SAN	0	0	0	0	273
This study	0.3	264.4	-61.5	ns026b2:LT-NO	North Shore Volcanics	1.713e-05	4	273	1	LT-NO	g	ns026b	ns026	ns026b2	u	SAN	0	0	0	0	273
This study	0.2	8.5	-36.5	ns026c1:LT-NO	North Shore Volcanics	1.982e-05	4	273	1	LT-NO	g	ns026c	ns026	ns026c1	u	SAN	0	0	0	0	273
This study	0.3	13.1	-36.8	ns026c2:LT-NO	North Shore Volcanics	2.613e-05	4	273	1	LT-NO	g	ns026c	ns026	ns026c2	u	SAN	0	0	0	0	273
This study	0.3	81.4	-84.7	ns026d1:LT-NO	North Shore Volcanics	2.043e-05	4	273	1	LT-NO	g	ns026d	ns026	ns026d1	u	SAN	0	0	0	0	273
This study	0.3	253.1	-80.1	ns026e1:LT-NO	North Shore Volcanics	2.116e-05	4	273	1	LT-NO	g	ns026e	ns026	ns026e1	u	SAN	0	0	0	0	273
This study	0.3	262.9	-81.1	ns026e2:LT-NO	North Shore Volcanics	2.437e-05	4	273	1	LT-NO	g	ns026e	ns026	ns026e2	u	SAN	0	0	0	0	273
This study	0.4	332.5	-39.7	ns026f1:LT-NO	North Shore Volcanics	1.834e-05	4	273	1	LT-NO	g	ns026f	ns026	ns026f1	u	SAN	0	0	0	0	273
This study	0.1	335.4	-45.1	ns026f2:LT-NO	North Shore Volcanics	1.637e-05	4	273	1	LT-NO	g	ns026f	ns026	ns026f2	u	SAN	0	0	0	0	273
This study	0.5	268.8	72.6	ns027a1:LT-NO	North Shore Volcanics	2.324e-05	4	273	1	LT-NO	g	ns027a	ns027	ns027a1	u	SAN	0	0	0	0	273
This study	0.5	276	73.1	ns027a2:LT-NO	North Shore Volcanics	2.49e-05	4	273	1	LT-NO	g	ns027a	ns027	ns027a2	u	SAN	0	0	0	0	273
This study	0.5	222.1	37.2	ns027b1:LT-NO	North Shore Volcanics	2.894e-05	4	273	1	LT-NO	g	ns027b	ns027	ns027b1	u	SAN	0	0	0	0	273
This study	0.4	161.2	42.7	ns027c1:LT-NO	North Shore Volcanics	1.912e-05	4	273	1	LT-NO	g	ns027c	ns027	ns027c1	u	SAN	0	0	0	0	273
This study	0.3	163.8	39.4	ns027c2:LT-NO	North Shore Volcanics	1.577e-05	4	273	1	LT-NO	g	ns027c	ns027	ns027c2	u	SAN	0	0	0	0	273
This study	0.4	165.6	34.5	ns027c3:LT-NO	North Shore Volcanics	1.408e-05	4	273	1	LT-NO	g	ns027c	ns027	ns027c3	u	SAN	0	0	0	0	273
This study	0.5	208.4	44.8	ns027d1:LT-NO	North Shore Volcanics	5.655e-05	4	273	1	LT-NO	g	ns027d	ns027	ns027d1	u	SAN	0	0	0	0	273
This study	0.3	212.1	43	ns027d2:LT-NO	North Shore Volcanics	7.348e-05	4	273	1	LT-NO	g	ns027d	ns027	ns027d2	u	SAN	0	0	0	0	273
This study	0.3	206.3	41.4	ns027d3:LT-NO	North Shore Volcanics	6.365e-05	4	273	1	LT-NO	g	ns027d	ns027	ns027d3	u	SAN	0	0	0	0	273
This study	0.2	178.3	24.8	ns027e1:LT-NO	North Shore Volcanics	8.643e-06	4	273	1	LT-NO	g	ns027e	ns027	ns027e1	u	SAN	0	0	0	0	273
This study	0.3	178.7	22.7	ns027e2:LT-NO	North Shore Volcanics	1.65e-05	4	273	1	LT-NO	g	ns027e	ns027	ns027e2	u	SAN	0	0	0	0	273
This study	0.2	199.4	32.1	ns027f1:LT-NO	North Shore Volcanics	1.759e-05	4	273	1	LT-NO	g	ns027f	ns027	ns027f1	u	SAN	0	0	0	0	273
This study	0.4	198.9	30.4	ns027f2:LT-NO	North Shore Volcanics	1.708e-05	4	273	1	LT-NO	g	ns027f	ns027	ns027f2	u	SAN	0	0	0	0	273
This study	0.3	195.2	34.5	ns027f3:LT-NO	North Shore Volcanics	1.565e-05	4	273	1	LT-NO	g	ns027f	ns027	ns027f3	u	SAN	0	0	0	0	273
This study	0.4	210.1	39.9	ns028a1:LT-NO	North Shore Volcanics	6.109e-05	4	273	1	LT-NO	g	ns028a	ns028	ns028a1	u	SAN	0	0	0	0	273
This study	0.3	215.8	41.2	ns028a2:LT-NO	North Shore Volcanics	5.521e-05	4	273	1	LT-NO	g	ns028a	ns028	ns028a2	u	SAN	0	0	0	0	273
This study	0.4	214	42.5	ns028b1:LT-NO	North Shore Volcanics	4.111e-05	4	273	1	LT-NO	g	ns028b	ns028	ns028b1	u	SAN	0	0	0	0	273
This study	0.4	227.4	45.5	ns028b2:LT-NO	North Shore Volcanics	4.753e-05	4	273	1	LT-NO	g	ns028b	ns028	ns028b2	u	SAN	0	0	0	0	273
